Date,Close
2/19/2021,3906.71
2/20/2021,3906.71
2/21/2021,3906.71
2/22/2021,3876.50
2/23/2021,3881.37
2/24/2021,3925.43
2/25/2021,3829.34
2/26/2021,3811.15
2/27/2021,3811.15
2/28/2021,3811.15
3/1/2021,3901.82
3/2/2021,3870.29
3/3/2021,3819.72
3/4/2021,3768.47
3/5/2021,3841.94
